sentence,labels,topic
cách giảng bài chi tiết đủ dễ hiểu .,2,0
"đồ án môn học mới lạ , hấp dẫn , mang tính thách thức ứng dụng cao .",2,1
bài tập hơn .,0,0
cô giảng hay dễ hiểu .,2,0
dạy thật .,0,0
"giáo viên trẻ , thân thiện , nhiệt tình .",2,0
"giảng viên nhiệt tình , hướng dẫn chi tiết kiến thức .",2,0
giảng viên nhiệt tình hướng dẫn sinh viên .,2,0
hướng dẫn thêm tài liệu sinh viên chủ động hơn học tập .,0,0
thầy dạy chán .,0,0
"thầy giáo nhiệt tình hỗ trợ sinh viên , giúp sinh viên hiểu khuyết điểm đồ án học tập nhóm .",2,0
silde làm bằng tiếng việt lớp ai cũng giỏi tiếng anh hiểu .,0,1
"môn học kiến thức khó , giảng viên truyền đạt kiến thức chưa hoàn toàn hiệu quả .",0,0
"giảng nhanh , kỹ .",0,0
cho bài tập nắm kiến thức học lý thuyết .,2,0
khả năng truyền đạt chưa tốt .,0,0
"cơ sở vật chất đảm bảo chất lượng , thầy nói micro hư .",0,2
"thầy sử dụng moodle cách thông báo rõ ràng , dễ cập nhật hơn .",0,0
tận tâm giảng dạy .,2,0
"thầy ơi , thầy giảng bài một mạch liền , khiến sinh viên buồn ngủ .",0,0
"giảng viên tận tâm , giúp sinh viên hoàn thiện kỹ năng bản thân .",2,0
"giảng viên giảng dạy nhiệt tình , truyền đạt tốt .",2,0
"thầy dạy kiến thức , kinh nghiệm tính áp dụng lâu dài .",2,0
giảng viên hay đặt vấn đề sinh viên suy nghĩ .,2,0
rèn luyện kỹ năng giao tiếp tiếng anh cũng cách tự học tốt ở nhà .,2,0
"thầy dạy tốt , dễ tiếp thu chất lượng tuyệt .",2,0
"quản lý thời gian thực hành chưa hợp lý , tiết thực hành hơi nhàm chán .",0,0
"hướng dẫn , giải đáp thắc mắc tận tình .",2,0
chất lượng mạng phòng máy mạnh chấy lượng máy kém .,0,2
"thầy dạy nhiệt huyết , tận tâm .",2,0
"môn java này môn quan trọng , nền phát triền ngôn ngữ , môn học này , học kỳ học môn java ở lớp này tám mươi phần trăm sinh viên tự vò đầu tìm hiểu , tự google lấý kiến thức , nhận bất giúp đỡ hướng dẫn giảng viên .",0,0
giáo viên chưa đến lớp đúng giờ .,0,0
"giáo viên sử dụng ngôn ngữ anh tốt , dễ hiểu , gây cuốn hút người nghe .",2,0
"thầy truyền đạt kiến thức hiệu quả , sử dụng thời gian học hợp lý hiệu quả .",2,0
"tiếng anh chuẩn nói ngập ngừng suốt buổi , thấy một câu tiếng việt ( ví dụ doubledot "" em hiểu ? "" ) .",0,0
nhiệt tình giải đáp mọi thắc mắc sinh viên .,2,0
dạy khó hiểu lớp muộn .,0,0
cảm ơn thầy fraction cô đọc một bài dài thế này .,1,3
"thêm lớp training cho bạn yếu , mất căn bản .",0,1
"kiến thức quá , rộng , truyền tải một thời gian ngắn khó nắm bắt hết .",0,0
thầy hạn chế cho chép .,0,0
hài lòng về giảng viên wzjwz321 .,2,0
cô dạy nhanh .,0,0
phòng thí nghiệm môn này nâng cấp mở rộng .,0,2
khả năng truyền đạt chưa gây thu hút .,0,0
thầy dạy hay tốt .,2,0
áp lực .,0,3
"khả năng truyền đạt kiến thức cao , thường hay gọi bảng kiểm tra năng lực sinh viên .",2,0
thầy luôn quan tâm giúp đỡ sinh viên .,2,0
lớp đúng giờ .,2,0
"nhiệt tình , phương pháp giảng dạy hiệu quả , cách truyền đạt dễ hiểu dễ tiếp thu .",2,0
em xin ý kiến doubledot giảng viên lý thuyết dạy chậm hơn giảng viên thực hành !,0,0
lý thuyết quá tập trung chủ yếu .,0,0
liên hệ thực tiễn quá trình giảng dạy tạo ham thích cho người học .,0,0
sinh viên đề nghị thầy mở cách deadline thầy bảo giữ nguyên thể thức .,0,0
"đi sâu thực tế , dạy còn chung chung khó hiểu .",0,1
"thầy dạy dễ hiểu , sát thực tế .",2,0
giảng bài cảm thấy hơi buồn ngủ .,0,0
dạy chậm hơn tiết thực hành .,0,0
hài lòng hoàn toàn .,2,3
cảm ơn .,1,3
thầy dạy hay dễ hiểu .,2,0
"giảng viên dạy nhiệt tình , tâm huyết dễ hiểu !",2,0
"phòng lab còn chạy visual studio 2008 , biết viết code kiểu , cũng ảnh hưởng tới kết quả thi thực hành sinh viên quen sử dụng chuẩn visual studio 2015 .",0,2
phòng học còn nóng .,0,2
"thầy cho bài tập luyện tập , thích hợp cho ôn tập kiến thức .",2,0
phân chia thời gian báo cáo chưa hợp lý .,0,0
"giảng viên nhiệt tình , vui vẻ , luôn giúp đỡ cho sinh viên hoàn thành tốt nhất bài báo cáo .",2,0
gây khó khăn tìm thông tin làm bài tập nộp bài tập moodle .,0,1
nâng cấp máy tính .,1,2
thầy chú tâm .,2,0
thầy cho bài tập làm cho đáp án sinh viên biết mình giải đúng hay sai .,0,0
bọn em khó thể gặp giảng viên .,0,0
nội dung giảng dạy lý thuyết thiếu phần bài tập ứng dụng nhớ bài hơn .,0,0
"thầy giảng dễ hiểu , tâm huyết buổi học .",2,0
"mặc dù môn này em học lần hai kết quả tồi tệ hơn , thể kịp .",0,1
giảng bài đầy đủ .,2,0
"hoạt động tiết học đa dạng , gò bó , cứng nhắc gây nhàm chán giúp cho sinh viên cảm thấy thoải mái sáng tạo học tập .",2,1
phần em biết học áp dụng hay .,0,1
thông báo buổi seminar báo cáo chính xác dễ dàng cho sinh viên lẫn giáo viên .,0,1
"thầy hơi nghiêm khắc , dạy dễ hiểu .",2,0
"thầy tận tình , hay vắng .",0,0
"giảng viên trình độ chuyên môn tốt , hướng dẫn chi tiết , dễ hiểu .",2,0
"cho làm bài tập hữu ích , giảng cặn kẽ .",2,0
"tạo hứng thú học tập , đơn giản , hiệu quả .",2,0
thầy giáo dạy nhiệt tình giúp tiếp cận kiến thức tốt .,2,0
hình thức thực hành hai dường tác dụng sinh viên .,0,1
"giảng viên dạy nhiệt tình , vui tính , hài hước , dạy tốt , dễ nghe dễ hiểu .",2,0
tăng hiệu suất máy tính .,1,2
thầy nhiệt tình tận tâm .,2,0
tốt nhất cho ví dụ tổng quan .,0,1
hoạt động giúp sinh viên nâng cao kỹ năng .,2,0
"thân thiện , hòa đồng , giảng dạy kỹ lưỡng .",2,0
thầy tâm tạo áp lực giúp sinh viên học hơn thực hành hơn .,2,0
"thầy sử dụng facebook làm kênh thông tin song hành , chứ hiện nay , thông báo thầy thông báo facebook cá nhân , hề thông báo website môn học .",0,0
"giờ giảng dạy thầy đa số thầy đọc , giọng nói thầy đều đều làm đa số mọi người buồn ngủ .",0,0
mặc dù môn này nghe thầy nói dạy lần đầu cho khóa ba .,1,0
"thầy dạy ý xem sinh viên nhận thức hay , dạy cho hết bài rôi về .",0,0
hay khuyến khích tinh thần học tập .,2,0
"một môn học về kỹ năng , cụ thể kỹ năng mềm hơn bài học kết hợp kỹ năng hỗ trợ khác học môn này kỹ năng giao tiếp nguyên lý kinh nghiệm thuyết trình , cách đọc tài liệu ngoại ngữ chuyên ngành , tra cứu thông tin hiệu quả .",0,1
lắng nghe ý kiến sinh viên quá trình học .,2,0
"giảng viên nhiệt tình giảng dạy , sẵn lòng giải đáp thắc mắc sinh viên .",2,0
"cô vui vẻ , hay quan tâm sinh viên .",2,1
quan tâm học viên .,2,0
"thầy nhiệt tình , em hài lòng về cách giảng dạy cũng tài liệu , nội dung thầy cung cấp .",2,0
"thầy vui tính , cởi mở .",2,0
"giảng viên hướng dẫn rõ ràng , đầy đủ .",2,0
"bài tập quá khó hiểu , quá lan man , một vài bài hợp lý cũng khó làm .",0,1
"thầy cung cấp tài liệu học tập đầy đủ , chi tiết .",2,0
môn học hay hấp dẫn .,2,1
mong cô dạy thêm về ngữ pháp .,0,0
"kỳ em học một môn chị , nhớ giúp em môn nha chị .",2,0
giảng viên nhiệt tình hơn !,0,0
cô dạy nhiệt tình dễ hiểu .,2,0
cho điểm mười một em cũng cho luôn .,2,3
"ngoài kiến thức lý thuyết tụi em học , thầy còn cung cấp thêm cho chúng em thêm kiến thức mới .",2,0
nhìn chung thầy dạy tốt .,2,0
"thầy dạy tâm huyết , giỏi , truyền đạt cảm hứng học tập nghiên cứu cho sinh viên .",2,0
"lớp lý thuyết chủ yếu dạy về công nghệ mới , sáng tạo công nghệ thế giới cũng lĩnh vực đi động , ít kiến thức về lập trình tôi thể hiểu về lập trình thiết đi động cũng làm bài tập ở lớp thực hành đồ án môn học .",0,1
giảng viên cung cấp cho học viên tài liệu lý thuyết rõ ràng .,2,0
"ngoài kiến thức anh văn cải thiện hiệu quả , sinh viên còn học kỹ năng mềm khác .",2,1
"giảng viên chấm điểm công bằng , chính xác .",2,0
"giảng viên tích cực tiếp thu ý kiến sinh viên về kiến thức cách giảng dạy , mong thầy thành công .",2,0
"thân thiện , tận tâm .",2,0
"giảng dạy dễ hiểu , giờ học vui .",2,0
tốn thời gian .,0,3
"tương tác tốt , rèn kỹ năng nghe , nói tiếng anh .",2,0
"thầy dạy hay , hướng dẫn cụ thể .",2,0
"đề nghị bài khó giảng viên giảng kỹ , dễ hiểu cho lớp .",0,0
"thầy giảng viên ít viết chương trình lớp , thường copy code demo cho sinh viên .",0,0
cô dạy nội dung khó hơn cho lớp .,0,0
"nhiệt tình , quan tâm , lắng nghe .",2,0
"đầu học chưa tập trung nội dung học , mất thời gian về tập trung học hơn .",0,1
cô giáo tận tình .,2,0
"thầy nhiệt tình , hướng dẫn thực hành kỹ .",2,0
"lập trình hướng đối tượng nói riêng tất môn liên quan đến lập trình nói chung em cập nhật tài liệu thường xuyên , đặc biệt phần mềm phòng lab tránh tình trạng tài liệu phần mềm hỗ trợ học tập lỗi thời gây khó khăn cho giảng dạy học tập .",0,2
"thầy nói nghe rõ , truyền đạt khó hiểu , tạo hứng thú cho sinh viên .",0,0
"giảng dạy tốt , đưa vấn đề cho sinh viên tham khảo .",2,0
cung cấp tài liệu tham khảo .,2,0
"giảng viên nhiệt tình , giảng dạy dễ hiểu , thu hút .",2,0
khó tiếp thu kiến thức cô truyền đạt .,0,0
cô nhiệt tình lớp .,2,0
"cho sinh viên làm bài tập , đơn giản đến phức tạp hiểu hết môn học .",0,1
chút hiểu bài .,0,0
"trang máy nghe tốt hơn , máy nghe xuống cấp .",0,2
"giáo viên giảng dạy nhiệt tình , bài giảng dễ hiểu .",2,0
nêu thông tin rõ ràng thời gian báo cáo .,0,1
cô dung dậy nhiệt tình dễ hiểu .,2,0
"nhiệt tình , dễ hiểu .",2,0
bài tập về nhà khó em hy vọng thầy bài sửa mẫu chi tiết cho lớp giúp chúng em rút kinh nghiệm ạ .,0,0
"hiền , dễ thương , cười tươi .",2,0
"cô nhiệt tình , giảng cụ thể .",2,0
"tiết dạy sinh động , lôi cuốn .",2,0
"dạy nhiệt tình , tài liệu ít .",0,0
"thầy nhiệt tình , kiến thức uyên bác , chuyên sâu .",2,0
cách thức giảng dạy chưa phù hợp lắm sinh viên học lực chưa tốt .,0,0
"thầy dạy nhiệt tình , dễ hiểu .",2,0
cô giáo viên tâm nhiệt huyết nhất em gặp .,2,0
"sinh viên hiểu bài dễ dàng , chỗ nào hiểu giảng viên tận tâm giảng , thường xuyên tạo cuộc tranh luận giờ học giúp sinh viên tăng cường tranh luận , trao đổi giúp bài học trở phong phú dễ hiểu hơn .",2,0
"cô cho bài tập hệ thống moodle , giảng dạy lý thú , vui vẻ .",2,0
"phân chia nhóm hợp lý , sát quá trình thực hành sinh viên .",2,0
"giảng viên dạy hay , nhiệt tình .",2,0
"giáo viên tận tình , dạy hay , dễ tiếp thu .",2,0
mong thầy tiếp tục giảng dạy khoá .,2,0
cô cho tan lớp hơi trễ dở cô mê dạy quá .,0,0
"thầy tận tâm , nhiệt tình chia sẻ kiến thức , kỹ năng .",2,0
chưa thu hút sinh viên .,0,0
"em cảm thấy lớp học cô chú trọng vô listening chính bỏ phần khác , grammar dạy một bài , hoạt động speaking .",0,1
trang phòng thực hành phù hợp đặc thù môn học .,0,2
kiến thức học luôn liên hệ thực tế .,2,1
cải thiện trang thiết .,0,2
"giảng viên tận tâm , hướng dẫn cách sinh viên học tập một cách chủ động .",2,0
"giảng viên nhiệt tình , dẫn tận tình , chi tiết bài học , đưa ví dụ cụ thể , chi tiết thực tế bài học giúp sinh viên hiểu bài hơn .",2,0
"sinh viền tài liệu bài thực hành nghiên cứu , thực hành mới cung cấp tài liệu buổi thực hành mang điểm số , giúp sinh viên kiến thức .",0,1
"giáo viên hướng dẫn tận tình , cung cấp đầy đủ kiến thức căn bản bộ môn .",2,0
"dở phòng học khá đông máy chiếu rõ , giảng viên sử dụng đoạn code ide minh họa gây khó khăn cho sinh viên ngồi xa hoặc mắt kém .",0,2
thầy wzjwz307 dạy giỏi xưa đến giờ .,2,0
nghiêm túc quá trình giảng dạy .,2,0
"cô dạy nhiệt tình , tận tâm , cách dạy dễ hiểu .",2,0
giáo viên giảng bài hay .,2,0
"thầy nhiệt tình , giảng chi tiết .",2,0
truyền đạt kiến thức tốt tạo hứng thú cho học sinh .,2,0
bình thường giảng viên .,1,3
"cô giảng tương đối dễ hiểu , bài tập minh họa , áp dụng học lý thuyết .",2,0
cho ví dụ bài tập thông làm sinh viên dễ tiếp thu bài .,2,0
"cải thiện máy chiếu , phòng thực hành .",0,2
giáo viên vui tính .,2,0
tăng số buổi thực hành quá ít .,0,1
đề cương môn học rõ ràng .,0,1
giảng viên nhiệt tình quá trình giảng dạy hướng dẫn sinh viên .,2,0
dù xem bài lớp nó quá xa lạ đối em .,0,3
"thầy nhiệt tình , giảng dễ hiểu , trò chơi giờ học giúp sinh viên hiểu , củng cố bài nhàm chán ( ai nghìn phú , rung chuông vàng , dot ) .",2,0
file hướng dẫn giải bài tập ( hướng dẫn giải bài cơ bản lớp ) .,0,0
hỏi bài sợ thầy la .,0,0
"cô nhiệt tình quá trình giảng dạy , luôn khuyên nhủ sinh viên học bài làm bài tập .",2,0
"giải đáp thắc mắc sinh viên , hướng dẫn , dõi giám sát sinh viên thực hành .",2,1
"giảng dạy tận tâm , nhiệt tình .",2,0
nhà trường cài đặt chương trình học mới nhất sinh viên làm quen .,0,1
"giáo viên nhiệt tình , tận tâm .",2,0
cách trình bày nội dung môn học chưa cập nhật mới .,0,1
"dạy lan man tập trung vấn đề quan trọng , hệ thống kiến thức cho sinh viên nắm kỹ làm bài tập nhuần nhuyễn hơn , cho bài tập sửa bài !",0,0
ít bài tập hay .,0,1
mong học kỳ sớm phòng thí nghiệm cho môn này .,0,2
hi vọng cô thể giảng dạy lý thuyết xen kẽ bài tập buổi học giúp sinh viên hiểu rõ vấn đề nắm hơn .,0,0
"giảng viên luôn bận họp , khóa học học vài buổi .",0,0
"giảng viên vui vẻ , cởi mở , đặc biệt nhiệt tình sinh viên hỏi bài .",2,0
